name	path	filter	prompt	titel	autor	projektuebersicht
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/074/00_Gisevius_Sara_Eva_Pod_1.jpg	Objekte	Seethrough ball made of Polyvinyl chloride, Vinyl, glas, lycra and latex in shape of the Eva Pod from the film "A space odyssey". Floating in outer space. Many large cables connect to the ball	Eva Pod 1	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/092/00_Gisevius_Sara_Eva_Pod_2.jpg	Objekte	Small and round spaceship for astronauts made completly out of glas with many cables and wires all around it floating in space	Eva Pod 2	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/074/00_Gisevius_Sara_Eva_Pod_3.jpg	Objekte	Create a Spaceship with many round shapes and big windows. It is surrounded by a see-through ball made of clear plastic foil	Eva Pod 3	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/092/00_Gisevius_Sara_Eva_Pod_4.jpg	Objekte	Create a Spaceship with many round shapes and big windows. It is surrounded by a see-through ball made of clear plastic foil	Eva Pod 4	Sara Gisevius	gisevius
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/023/01_Gisevius_Sara_Spaceship.jpg	Szenen	You are a Concept Artist, who designs a new Setdesign for an adaption of the film "A Space Odyssey". Create a modern Spacesuit made out of transparent materials like Polyvinyl chloride, Vinyl, glas, lycra and latex like a Raincoat. The Headpiece is completely made out of noncoloured and nonreflective glas. Add many small shiny screens which give information about the astronauts health. You can see belts and cables that connect to the devices. Everything is smooth and shiny. Show the whole suit from head to toe. Show a male person	Spaceship	Sara Gisevius	gisevius
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/111/01_Gisevius_Sara_Astronaut_and_HEL.jpg	Szenen	You are a Product Designer, who designs a new Productiondesign for an adaption of the film "A Space Odyssey". Create a modern Spacesuit made out of transparent materials like Polyvinyl chloride, Vinyl, glas, lycra and latex like a Raincoat. Cables are also coming out of the suit and hover all around. Belts and cables connect to technical devices. Everything is shiny. There are patterns of many striking and noticeable lines and cables that transport fluid on top of the suit that look like a nervous system or cores	Astronaut and HAL	Sara Gisevius	gisevius
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/093/02_Gisevius_Sara_Astronaut.jpg	Charaktere	You are a Fashion Designer, who designs a new Costume for an adaption of the film "A Space Odyssey". Create a modern Spacesuit made out of transparent materials like Polyvinyl chloride, Vinyl, glas, lycra and latex like a Raincoat. Cables are also coming out of the suit and hover all around. Belts and cables connect to technical devices. Everything is shiny. There are many striking and noticeable cables everywhere on top of the suit. They also hover all around the suit like tentacles of a jellyfish. The cables look like a nervous system and blood vessels of a real human body. It gives an impression of the human anatomy	Astronaut	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/073/00_Gisevius_Sara_Spacesuit.jpg	Objekte	create a spaceship made of transparent materials like glas und foil	Spacesuit	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/00_Gisevius_Sara_Control_Panel.jpg	Objekte	You are a Concept Artist, who designs a new Setdesign for an adaption of the film "A Space Odyssey". Create a modern keyboard made out of transparent materials like Polyvinyl chloride, Vinyl, glas, lycra and latex. Add many small shiny screens. You can see cables many messy cables and wires that connect to other devices. Everything is smooth, transparent and shiny	Control Panel 1	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/026/00_Gisevius_Sara_Control_Panel_2.jpg	Objekte	You are a Concept Artist, who designs a new Setdesign for an adaption of the film "A Space Odyssey". Create a modern keyboard made out of transparent materials like Polyvinyl chloride, Vinyl, glas, lycra and latex. Add many small shiny screens. You can see cables many messy cables and wires that connect to other devices. Everything is smooth, transparent and shiny	Control Panel 2	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/061/00_Gisevius_Sara_Keyboard.jpg	Objekte	Keyboard	You are a Concept Artist, who designs a new Setdesign for an adaption of the film "A Space Odyssey". Create a modern keyboard connected to a Computer made out of transparent materials like Polyvinyl chloride, Vinyl, glas, lycra and latex. Add many small shiny screens. You can see cables many messy cables and wires that connect to other devices. Everything is smooth, transparent and shiny	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/060/00_Gisevius_Sara_Food_Tray.jpg	Objekte	seethrough plate out of glas with a air inflated dome out of latex all around it	Food Tray	Sara Gisevius	gisevius
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/093/01_Gisevius_Sara_Die_Schleuse.jpg	Szenen	Seethrough ball made of Polyvinyl chloride, Vinyl, glas, lycra and latex in shape of the Eva Pod from the film "A space odyssey". Floating in outer space. Many large cables connect to the ball	Die Schleuse	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/069/00_Gisevius_Sara_Uhr_1.jpg	Objekte	Alarm clock made out of ice, transparent, smooth, reflective and shiny surface, nobel, distorted, no curves, no round shapes, no circles, edgy, heavy, rectangular, complex, intricate complexity, cyberpunk, digital, display, touchscreen, mystical lights, abstract, seethrough, sharp	Uhr 1	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/069/00_Gisevius_Sara_Uhr_2.jpg	Objekte	Alarm clock out of ice, transparent, smooth, reflective and shiny surface, nobel, distorted, no curves, no round shapes, no circles, edgy, heavy, rectangular, complex, intricate complexity, cyberpunk, digital, display, touchscreen, mystical lights, abstract, seethrough, sharp	Uhr 2	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/026/00_Gisevius_Sara_Uhr_3.jpg	Objekte	Zeige eine Armbanduhr die aus einem Stück Chrom gefertigt wurde. Die Oberfläche ist glatt und reflektiert. Sie hat ein dünnes Zifferblatt, beleuchtet von LEDs. Das Design ist futuristisch	Uhr 3	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/099/00_Gisevius_Sara_Sleeping_Chamber.jpg	Objekte	Coffin standing in a hallway of a Spaceship. The coffin is made out of glas with installed LEDs and screens that give informations about the astronauts health that is laying inside. The surfaces are shiny and smooth. The edges are sharp und straight. The picture has a dark atmosphere	Sleeping Chamber	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/102/00_Gisevius_Sara_HEL_1.jpg	Objekte	Create a red ball out of inflated and see-through plastic foil. It hovers in a dark room that reminds of a spaceship machine room and shines with a red light	HAL 1	Sara Gisevius	gisevius
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/102/00_Gisevius_Sara_HEL_2.jpg	Objekte	Create a red ball out of inflated and see-through plastic foil. It hovers in a dark room that reminds of a spaceship machine room. It covers the whole room with red light	HAL 2	Sara Gisevius	gisevius
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/124/01_Gisevius_Sara_Whirl.jpg	Szenen	Create a whirl out of transparent and colored plastic foil. Show no surroundings, just the whirl	Whirl	Sara Gisevius	gisevius
