name	path	filter	prompt	titel	autor	projektuebersicht
053	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_053.jpg	Adaptionen	Discovery of a large monolith on the moon; Scientists in spacesuits examine and measure it; 3D printed;	SpacePrint	Johanna Ries	ries
056	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_056.jpg	Adaptionen	A spaceship from the outside; Consisting of a large ball, a long rectangle and a slightly thicker rectangle; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
058	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_058.jpg	Adaptionen	A flat tray with different sized and rectangular compartments; modern; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
061	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_061.jpg	Adaptionen	A silent, illuminated control room in a spaceship; dark; Objects should be sharp and detailed; There is a large chair in front of it; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
062	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_062.jpg	Adaptionen	Control center; Simple panel in the wall, with round protruding glass; upright; 3D printed;	SpacePrint	Johanna Ries	ries
072	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_072.jpg	Adaptionen	Two astronauts in the cockpit; Astronauts work with a large monitor; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
078	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_078.jpg	Adaptionen	Astronauts float through the spacecraft in weightlessness; Instruments and devices float around them; 3D printed;	SpacePrint	Johanna Ries	ries
081	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_081.jpg	Adaptionen	Astronaut in the control room of Discovery One; Astronaut working with monitors; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
085	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_085.jpg	Adaptionen	Two astronauts sit side by side in a round, sealed space capsule; We look in through a window; It should look like it was 3D printed;	SpacePrint	Johanna Ries	ries
098	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_098.jpg	Adaptionen	The grasping arms of a space capsule reach for an astronaut floating in weightlessness; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
099	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_099.jpg	Adaptionen	A white sleeping pod in a spaceship; Similar to a sarcophagus from ancient Egypt; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
113	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_113.jpg	Adaptionen	An astronaut who uses a key to get many cassette tapes out of the wall; the entire wall is lined with these cassettes; it should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries  ries
118	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_118.jpg	Adaptionen	Jupiter can be seen from a spaceship window; It looks like 3D printed;	SpacePrint	Johanna Ries	ries
123	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_123.jpg	Adaptionen	Psychedelic journey through abstract and changing dimensions; distorted shapes, bright colors, and blurry transitions may appear; it should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
126	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_126.jpg	Adaptionen	Abstract Dimensions; distorted; it should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
132	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_132.jpg	Adaptionen	Large, elegant room with one bed; old-fashioned furniture; it should look like it was 3D printed;	SpacePrint	Johanna Ries	ries
134	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_134.jpg	Adaptionen	Astronaut helmet frontal; close-up; it should look like it was 3D printed;	SpacePrint	Johanna Ries	ries
135	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_135.jpg	Adaptionen	Create a white model of an old fashion chair; the entire image should look as if it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
138	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_138.jpg	Adaptionen	An old man lies in bed; lots of wrinkles; close-up; it should look like it was 3D printed;	SpacePrint	Johanna Ries	ries
140	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_140.jpg	Adaptionen	An orb in space looks down on planet Earth; it should look like it was 3D printed;	SpacePrint	Johanna Rie	ries
