name	path	filter	prompt	titel	autor	projektuebersicht
22	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_Raumschiff2.jpg	Objekte	spaceship from the 60s, rocket from the 60s, giant, 60s, brown colors, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space	Raumschiff2	Celina Hoelzer	hoelzer
23	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_Raumschiff1.jpg	Objekte	spaceship from the 60s, 60s, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space, galaxy, retro futurism, hints of beech and oak wood, space ship, rocket, 60s Hibernation pod	Raumschiff1	Celina Hoelzer	hoelzer
24	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_Raumschiff3.jpg	Objekte	spaceship from the 60s, 60s, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space, galaxy, retro futurism, hints of beech and oak wood, space ship, rocket, 60s AI robot, AI as an robot in the style of the 60s	Raumschiff3	Celina Hoelzer	hoelzer
25	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/01_Szenen_Hoelzer_Kontrollzentrum1.jpg	Szenen	spaceship from the 60s, 60s, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space, galaxy, retro futurism, hints of beech and oak wood, space ship, rocket, 60s wooden tube TV in the space ship, wooden tube TV	Kontrollzentrum1	Celina Hoelzer	hoelzer
26	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_Raumanzug%20.jpg	Objekte	retro futurism, earthy tones, natural light from the left, hints of beech and oak wood, space ship, futuristic, 60s, orange leather coat on a hanger	Raumanzug	Celina Hoelzer	hoelzer
27	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_AstronautAufSofa.jpg	Objekte	"Create a captivating depiction of an astronaut donning a vintage leather-textured orange space suit, seated on a 1960s-inspired living room sofa. The astronaut's face should remain concealed, focusing on the full-body view. Immerse the scene in the essence of the 1960s, evoking the spirit of the hippie era, and ensure that the overall image exudes the charm of a 1960s camera photograph."	AstronautAufSofa	Celina Hoelzer	hoelzer
28	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/01_Szenen_Hoelzer_Forschungsstation.jpg	Szenen	spaceship from the 60s, 60s, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space, galaxy, retro futurism, hints of beech and oak wood, space ship, rocket, 60s AI robot, AI as an robot in the style of the 60s	Forschungsstation	Celina Hoelzer	hoelzer
29	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_Sofa.jpg	Objekte	"Generate an image capturing a leather sofa arranged in a circular formation around a central table, set within a minimally designed, round-shaped room. Emphasize a cohesive aesthetic with circular shapes dominating the composition, creating a visually pleasing and balanced atmosphere. Enrich the scene with a warm color palette encompassing green, yellow, brown, orange, and red tones to evoke a comfortable ambiance. Convey a vintage charm by simulating the appearance of a photograph taken through a vintage camera, enhancing the nostalgic allure. Ensure that both the interior design and the sofa exude the distinctive style of the 60s and 70s, showcasing their characteristic elements. Additionally, portray the sofa in a way that suggests its versatility for meetings, adding a functional dimension to the visual narrative. This refined prompt guides the Playground AI to generate an image that not only embodies a circular, minimalistic setting with warm tones but also incorporates the vintage aesthetics of the 60s and 70s, highlighting the leather sofa as a versatile piece suitable for meetings.don't make it look like a living room, don't include lamps and plants."	Sofa	Celina Hoelzer	hoelzer
30	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/01_Szenen_Hoelzer_Essensbereich.jpg	Szenen	spaceship cockpit from the 60s, giant, 60s, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space, galaxy, retro futurism, hints of beech and oak wood, space ship, rocket, food tray with fast food on it, zoom in on food tray	Essensbereich 	Celina Hoelzer	hoelzer
31	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Hoelzer_Celina/00_Objekte_Hoelzer_EssenTablet.jpg	Objekte	spaceship cockpit from the 60s, giant, 60s, earthy tones, looks like photograph, natural light from the left side, simple, vintage, old, outside in space, galaxy, retro futurism, hints of beech and oak wood, space ship, rocket, food tray with fast food on it, zoom in on food tray	EssenTablet	Celina Hoelzer	hoelzer
